local,site,transecto,spp.Name,spp.ID,N.pts.per.species,Cov..per.species,MFG
Baixo Africa,Norte,T1,Porites sp,59,4,8,Coral
Baixo Africa,Norte,T1,Sand,62,16,32,Substrate
Baixo Africa,Norte,T1,Sponge,67,3,6,Sponge
Baixo Africa,Norte,T1,Turf,74,2,4,Turf algae
Baixo Africa,Norte,T1,unidentified massive coral,77,1,2,Coral
Baixo Africa,Norte,T1,unidentified octocoral,85,3,6,Octocoral
Baixo Africa,Norte,T1,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T1,Acropora cf apressa,2,1,2,Coral
Baixo Africa,Norte,T1,Cladiella kashmani,14,2,4,Octocoral
Baixo Africa,Norte,T1,Macroalgae,45,6,12,Macroalgae
Baixo Africa,Norte,T1,Montipora cf turgescens,47,3,6,Coral
Baixo Africa,Norte,T1,Red algae,60,5,10,Red algea
Baixo Africa,Norte,T1,Sand,62,5,10,Substrate
Baixo Africa,Norte,T1,Sponge,67,17,34,Sponge
Baixo Africa,Norte,T1,Turf,74,10,20,Turf algae
Baixo Africa,Norte,T1,Acropora cf apressa,2,5,10,Coral
Baixo Africa,Norte,T1,Clavelina sp,15,2,4,Ascidian 
Baixo Africa,Norte,T1,Montipora cf turgescens,47,9,18,Coral
Baixo Africa,Norte,T1,Red algae,60,2,4,Red algea
Baixo Africa,Norte,T1,Sand,62,9,18,Substrate
Baixo Africa,Norte,T1,Sponge,67,4,8,Sponge
Baixo Africa,Norte,T1,Turf,74,19,38,Turf algae
Baixo Africa,Norte,T1,Acropora sp,6,8,16,Coral
Baixo Africa,Norte,T1,Turf,74,42,84,Turf algae
Baixo Africa,Norte,T1,Acanthastrea sp,1,3,6,Coral
Baixo Africa,Norte,T1,Acropora cf apressa,2,1,2,Coral
Baixo Africa,Norte,T1,Acropora cf branchi,3,5,10,Coral
Baixo Africa,Norte,T1,Macroalgae,45,4,8,Macroalgae
Baixo Africa,Norte,T1,Nephtheidae sp,50,1,2,Octocoral
Baixo Africa,Norte,T1,Sand,62,19,38,Substrate
Baixo Africa,Norte,T1,Sinularia sp,66,6,12,Octocoral
Baixo Africa,Norte,T1,Sponge,67,3,6,Sponge
Baixo Africa,Norte,T1,Turf,74,8,16,Turf algae
Baixo Africa,Norte,T1,Acanthastrea sp,1,8,16,Coral
Baixo Africa,Norte,T1,Acropora cf apressa,2,2,4,Coral
Baixo Africa,Norte,T1,Favites sp,26,1,2,Coral
Baixo Africa,Norte,T1,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Norte,T1,Rock,61,6,12,Substrate
Baixo Africa,Norte,T1,Sand,62,6,12,Substrate
Baixo Africa,Norte,T1,Sponge,67,9,18,Sponge
Baixo Africa,Norte,T1,Turf,74,17,34,Turf algae
Baixo Africa,Norte,T2,Acropora cf apressa,2,3,6,Coral
Baixo Africa,Norte,T2,Sponge,67,12,24,Sponge
Baixo Africa,Norte,T2,Stylophora pistillata,68,1,2,Coral
Baixo Africa,Norte,T2,Turf,74,32,64,Turf algae
Baixo Africa,Norte,T2,unidentified encrusting coral,76,2,4,Coral
Baixo Africa,Norte,T2,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T2,Acropora cf apressa,2,1,2,Coral
Baixo Africa,Norte,T2,Acropora sp,6,1,2,Coral
Baixo Africa,Norte,T2,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Norte,T2,Pocillopora sp,58,2,4,Coral
Baixo Africa,Norte,T2,Porites sp,59,5,10,Coral
Baixo Africa,Norte,T2,Red algae,60,3,6,Red algea
Baixo Africa,Norte,T2,Sponge,67,4,8,Sponge
Baixo Africa,Norte,T2,Stylophora pistillata,68,1,2,Coral
Baixo Africa,Norte,T2,Tridacna sp,69,1,2,Other invertebrates
Baixo Africa,Norte,T2,Turf,74,23,46,Turf algae
Baixo Africa,Norte,T2,unidentified massive coral,77,1,2,Coral
Baixo Africa,Norte,T2,unidentified octocoral,85,6,12,Octocoral
Baixo Africa,Norte,T2,Acropora cf apressa,2,2,4,Coral
Baixo Africa,Norte,T2,Acropora sp,6,1,2,Coral
Baixo Africa,Norte,T2,Clavelina sp,15,1,2,Ascidian 
Baixo Africa,Norte,T2,Favites sp,26,3,6,Coral
Baixo Africa,Norte,T2,Porites sp,59,2,4,Coral
Baixo Africa,Norte,T2,Red algae,60,1,2,Red algea
Baixo Africa,Norte,T2,Sponge,67,1,2,Sponge
Baixo Africa,Norte,T2,Turf,74,38,76,Turf algae
Baixo Africa,Norte,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Africa,Norte,T2,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T2,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Baixo Africa,Norte,T2,Sponge,67,6,12,Sponge
Baixo Africa,Norte,T2,Turf,74,38,76,Turf algae
Baixo Africa,Norte,T2,unidentified octocoral,85,4,8,Octocoral
Baixo Africa,Norte,T2,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T2,Acropora cf apressa,2,2,4,Coral
Baixo Africa,Norte,T2,Favia sp,25,3,6,Coral
Baixo Africa,Norte,T2,Macroalgae,45,2,4,Macroalgae
Baixo Africa,Norte,T2,Montipora cf turgescens,47,2,4,Coral
Baixo Africa,Norte,T2,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Norte,T2,Sponge,67,10,20,Sponge
Baixo Africa,Norte,T2,Stylophora pistillata,68,1,2,Coral
Baixo Africa,Norte,T2,Turf,74,27,54,Turf algae
Baixo Africa,Norte,T2,unidentified encrusting coral,76,1,2,Coral
Baixo Africa,Norte,T2,Acropora cf apressa,2,6,12,Coral
Baixo Africa,Norte,T2,Acropora cf branchi,3,1,2,Coral
Baixo Africa,Norte,T2,Galaxea fascicularis,28,1,2,Coral
Baixo Africa,Norte,T2,Montipora cf turgescens,47,1,2,Coral
Baixo Africa,Norte,T2,Pocillopora sp,58,1,2,Coral
Baixo Africa,Norte,T2,Sinularia sp,66,10,20,Octocoral
Baixo Africa,Norte,T2,Sponge,67,9,18,Sponge
Baixo Africa,Norte,T2,Turf,74,14,28,Turf algae
Baixo Africa,Norte,T2,unidentified octocoral,85,7,14,Octocoral
Baixo Africa,Norte,T2,Acropora digitifera,5,4,8,Coral
Baixo Africa,Norte,T2,Dendronephyta sp,20,11,22,Octocoral
Baixo Africa,Norte,T2,Platygyra sp,55,1,2,Coral
Baixo Africa,Norte,T2,Pocillopora sp,58,1,2,Coral
Baixo Africa,Norte,T2,Sponge,67,14,28,Sponge
Baixo Africa,Norte,T2,Turf,74,10,20,Turf algae
Baixo Africa,Norte,T2,unidentified octocoral,85,9,18,Octocoral
Baixo Africa,Norte,T2,Heteractis magnifica,33,48,96,Other invertebrates
Baixo Africa,Norte,T2,Sand,62,1,2,Substrate
Baixo Africa,Norte,T2,Sponge,67,1,2,Sponge
Baixo Africa,Norte,T2,Dendronephyta sp,20,2,4,Octocoral
Baixo Africa,Norte,T2,Sponge,67,19,38,Sponge
Baixo Africa,Norte,T2,Tubastraea diaphana,70,2,4,Coral
Baixo Africa,Norte,T2,Turf,74,20,40,Turf algae
Baixo Africa,Norte,T2,unidentified octocoral,85,7,14,Octocoral
Baixo Africa,Norte,T2,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T2,Acropora cf branchi,3,11,22,Coral
Baixo Africa,Norte,T2,Dendronephyta sp,20,6,12,Octocoral
Baixo Africa,Norte,T2,Macroalgae,45,2,4,Macroalgae
Baixo Africa,Norte,T2,Nephtheidae sp,50,2,4,Octocoral
Baixo Africa,Norte,T2,Platygyra sp,55,1,2,Coral
Baixo Africa,Norte,T2,Red algae,60,2,4,Red algea
Baixo Africa,Norte,T2,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Norte,T2,Sinularia sp,66,1,2,Octocoral
Baixo Africa,Norte,T2,Sponge,67,13,26,Sponge
Baixo Africa,Norte,T2,Turf,74,3,6,Turf algae
Baixo Africa,Norte,T2,unidentified massive coral,77,1,2,Coral
Baixo Africa,Norte,T2,ascidias nao identificadas,82,2,4,Ascidian 
Baixo Africa,Norte,T2,unidentified octocoral,85,4,8,Octocoral
Baixo Africa,Norte,T3,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T3,Acropora cf apressa,2,1,2,Coral
Baixo Africa,Norte,T3,Dendronephyta sp,20,8,16,Octocoral
Baixo Africa,Norte,T3,Lobophytum sp,44,1,2,Octocoral
Baixo Africa,Norte,T3,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Norte,T3,Pocillopora sp,58,1,2,Coral
Baixo Africa,Norte,T3,Red algae,60,2,4,Red algea
Baixo Africa,Norte,T3,Rock,61,1,2,Substrate
Baixo Africa,Norte,T3,Sand,62,4,8,Substrate
Baixo Africa,Norte,T3,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Norte,T3,Sinularia sp,66,8,16,Octocoral
Baixo Africa,Norte,T3,Sponge,67,7,14,Sponge
Baixo Africa,Norte,T3,Tubastraea diaphana,70,1,2,Coral
Baixo Africa,Norte,T3,Tubastraea micranthus,71,2,4,Coral
Baixo Africa,Norte,T3,Turf,74,9,18,Turf algae
Baixo Africa,Norte,T3,unidentified octocoral,85,2,4,Octocoral
Baixo Africa,Norte,T3,Acropora cf apressa,2,1,2,Coral
Baixo Africa,Norte,T3,Acropora cf branchi,3,3,6,Coral
Baixo Africa,Norte,T3,Dendronephyta sp,20,1,2,Octocoral
Baixo Africa,Norte,T3,Favites sp,26,4,8,Coral
Baixo Africa,Norte,T3,Macroalgae,45,4,8,Macroalgae
Baixo Africa,Norte,T3,Pocillopora sp,58,1,2,Coral
Baixo Africa,Norte,T3,Sponge,67,20,40,Sponge
Baixo Africa,Norte,T3,Turf,74,8,16,Turf algae
Baixo Africa,Norte,T3,unidentified encrusting coral,76,2,4,Coral
Baixo Africa,Norte,T3,ascidias nao identificadas,82,2,4,Ascidian 
Baixo Africa,Norte,T3,unidentified octocoral,85,4,8,Octocoral
Baixo Africa,Norte,T3,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Norte,T3,Acropora cf branchi,3,7,14,Coral
Baixo Africa,Norte,T3,Clavelina sp,15,1,2,Ascidian 
Baixo Africa,Norte,T3,Dendronephyta sp,20,1,2,Octocoral
Baixo Africa,Norte,T3,Echinopora sp,23,2,4,Coral
Baixo Africa,Norte,T3,Macroalgae,45,4,8,Macroalgae
Baixo Africa,Norte,T3,Porites sp,59,4,8,Coral
Baixo Africa,Norte,T3,Red algae,60,2,4,Red algea
Baixo Africa,Norte,T3,Sponge,67,6,12,Sponge
Baixo Africa,Norte,T3,Turf,74,11,22,Turf algae
Baixo Africa,Norte,T3,unidentified encrusting coral,76,1,2,Coral
Baixo Africa,Norte,T3,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Norte,T3,unidentified octocoral,85,9,18,Octocoral
Baixo Africa,Norte,T3,Montipora cf turgescens,47,10,20,Coral
Baixo Africa,Norte,T3,Pocillopora sp,58,1,2,Coral
Baixo Africa,Norte,T3,Red algae,60,2,4,Red algea
Baixo Africa,Norte,T3,Sponge,67,14,28,Sponge
Baixo Africa,Norte,T3,Turf,74,20,40,Turf algae
Baixo Africa,Norte,T3,unidentified encrusting coral,76,2,4,Coral
Baixo Africa,Norte,T3,unidentified octocoral,85,1,2,Octocoral
Baixo Africa,Norte,T3,Echinopora sp,23,25,50,Coral
Baixo Africa,Norte,T3,Favites sp,26,2,4,Coral
Baixo Africa,Norte,T3,Heteractis magnifica,33,6,12,Other invertebrates
Baixo Africa,Norte,T3,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Norte,T3,Pocillopora sp,58,2,4,Coral
Baixo Africa,Norte,T3,Porites sp,59,1,2,Coral
Baixo Africa,Norte,T3,Sponge,67,5,10,Sponge
Baixo Africa,Norte,T3,Turf,74,3,6,Turf algae
Baixo Africa,Norte,T3,unidentified octocoral,85,5,10,Octocoral
Baixo Africa,Norte,T3,Acropora cf branchi,3,4,8,Coral
Baixo Africa,Norte,T3,Coral ruble,16,1,2,Substrate
Baixo Africa,Norte,T3,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Norte,T3,Sand,62,20,40,Substrate
Baixo Africa,Norte,T3,Sponge,67,7,14,Sponge
Baixo Africa,Norte,T3,Turf,74,16,32,Turf algae
Baixo Africa,Norte,T3,unidentified octocoral,85,1,2,Octocoral
Baixo Africa,Norte,T3,Heteractis magnifica,33,46,92,Other invertebrates
Baixo Africa,Norte,T3,Sponge,67,2,4,Sponge
Baixo Africa,Norte,T3,Turf,74,2,4,Turf algae
Baixo Africa,Norte,T3,Acropora cf branchi,3,2,4,Coral
Baixo Africa,Norte,T3,Clavelina sp,15,1,2,Ascidian 
Baixo Africa,Norte,T3,Favites sp,26,1,2,Coral
Baixo Africa,Norte,T3,Heteractis magnifica,33,16,32,Other invertebrates
Baixo Africa,Norte,T3,Sand,62,4,8,Substrate
Baixo Africa,Norte,T3,Sponge,67,10,20,Sponge
Baixo Africa,Norte,T3,Turf,74,9,18,Turf algae
Baixo Africa,Norte,T3,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Norte,T3,unidentified octocoral,85,6,12,Octocoral
Baixo Africa,Norte,T3,Acropora cf branchi,3,19,38,Coral
Baixo Africa,Norte,T3,Macroalgae,45,2,4,Macroalgae
Baixo Africa,Norte,T3,Montipora cf turgescens,47,10,20,Coral
Baixo Africa,Norte,T3,Sand,62,1,2,Substrate
Baixo Africa,Norte,T3,Sinularia sp,66,6,12,Octocoral
Baixo Africa,Norte,T3,Sponge,67,3,6,Sponge
Baixo Africa,Norte,T3,Turf,74,5,10,Turf algae
Baixo Africa,Norte,T3,unidentified octocoral,85,4,8,Octocoral
Baixo Africa,Norte,T3,Acanthastrea sp,1,2,4,Coral
Baixo Africa,Norte,T3,Acropora cf branchi,3,11,22,Coral
Baixo Africa,Norte,T3,Hidrozoa,34,1,2,Other invertebrates
Baixo Africa,Norte,T3,Macroalgae,45,6,12,Macroalgae
Baixo Africa,Norte,T3,Sponge,67,16,32,Sponge
Baixo Africa,Norte,T3,Stylophora pistillata,68,2,4,Coral
Baixo Africa,Norte,T3,Turf,74,8,16,Turf algae
Baixo Africa,Norte,T3,unidentified encrusting coral,76,1,2,Coral
Baixo Africa,Norte,T3,unidentified octocoral,85,3,6,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora sp,6,12,24,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Favites sp,26,3,6,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,11,22,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sarcophytum spp,63,1,2,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T1,Sinularia sp,66,1,2,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,11,22,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Stylophora pistillata,68,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,4,8,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,ascidias nao identificadas,82,3,6,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,Acanthastrea sp,1,6,12,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Coral ruble,16,2,4,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Favites sp,26,6,12,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Ircinia spp,39,1,2,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Pocillopora sp,58,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,5,10,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,9,18,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,4,8,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,ascidias nao identificadas,82,3,6,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,8,16,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Clavelina sp,15,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,7,14,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,3,6,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sand,62,1,2,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T1,Sinularia sp,66,14,28,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,5,10,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Stylophora pistillata,68,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,8,16,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,7,14,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Alveopora allingi,7,3,6,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Clavelina sp,15,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Pocillopora sp,58,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Porites sp,59,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sinularia sp,66,8,16,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,5,10,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,18,36,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified massive coral,77,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,6,12,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf branchi,3,5,10,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Anemone,9,1,2,Other invertebrates
Baixo Silvia,Baixo Silvia dentro,T1,Favia sp,25,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Porites sp,59,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Rock,61,1,2,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Sea urchin,65,2,4,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,6,12,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,20,40,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,4,8,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf branchi,3,31,62,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Galaxea fascicularis,28,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,3,6,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,3,6,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,2,4,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,5,10,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified recruit,78,1,2,Recruit
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,4,8,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora sp,6,5,10,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,1,2,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,10,20,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Rock,61,1,2,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Sinularia sp,66,2,4,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,7,14,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,21,42,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,2,4,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,12,24,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,12,24,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Tridacna sp,69,1,2,Other invertebrates
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,14,28,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified encrusting coral,76,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,4,8,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf apressa,2,6,12,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Clavelina sp,15,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,Favia sp,25,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,8,16,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Montipora cf turgescens,47,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,19,38,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,9,18,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,unidentified branching coral,75,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,2,4,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Acropora cf branchi,3,4,8,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Coral ruble,16,1,2,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Baixo Silvia,Baixo Silvia dentro,T1,Favia sp,25,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Favites sp,26,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Macroalgae,45,1,2,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T1,Porites sp,59,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T1,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia dentro,T1,Rock,61,1,2,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Sand,62,11,22,Substrate
Baixo Silvia,Baixo Silvia dentro,T1,Sarcophytum spp,63,2,4,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sea urchin,65,2,4,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T1,Sinularia sp,66,1,2,Octocoral
Baixo Silvia,Baixo Silvia dentro,T1,Sponge,67,5,10,Sponge
Baixo Silvia,Baixo Silvia dentro,T1,Turf,74,13,26,Turf algae
Baixo Silvia,Baixo Silvia dentro,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T1,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia dentro,T2,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Acropora sp,6,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Dendronephyta sp,20,3,6,Octocoral
Baixo Silvia,Baixo Silvia dentro,T2,Echinopora sp,23,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Favia sp,25,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T2,Platygyra sp,55,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia dentro,T2,Sea star,64,1,2,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T2,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T2,Sponge,67,9,18,Sponge
Baixo Silvia,Baixo Silvia dentro,T2,Turf,74,20,40,Turf algae
Baixo Silvia,Baixo Silvia dentro,T2,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T2,unidentified octocoral,85,2,4,Octocoral
Baixo Silvia,Baixo Silvia dentro,T2,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Macroalgae,45,10,20,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T2,Red algae,60,4,8,Red algea
Baixo Silvia,Baixo Silvia dentro,T2,Sand,62,2,4,Substrate
Baixo Silvia,Baixo Silvia dentro,T2,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T2,Sponge,67,7,14,Sponge
Baixo Silvia,Baixo Silvia dentro,T2,Turf,74,20,40,Turf algae
Baixo Silvia,Baixo Silvia dentro,T2,Palythoa,83,1,2,Other invertebrates
Baixo Silvia,Baixo Silvia dentro,T2,unidentified octocoral,85,4,8,Octocoral
Baixo Silvia,Baixo Silvia dentro,T2,Acropora cf branchi,3,32,64,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T2,Sand,62,2,4,Substrate
Baixo Silvia,Baixo Silvia dentro,T2,Sponge,67,5,10,Sponge
Baixo Silvia,Baixo Silvia dentro,T2,Turf,74,7,14,Turf algae
Baixo Silvia,Baixo Silvia dentro,T2,unidentified encrusting coral,76,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Lobactis cf scutaria,42,2,4,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T2,Sand,62,4,8,Substrate
Baixo Silvia,Baixo Silvia dentro,T2,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia dentro,T2,Sponge,67,10,20,Sponge
Baixo Silvia,Baixo Silvia dentro,T2,Turf,74,24,48,Turf algae
Baixo Silvia,Baixo Silvia dentro,T2,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia dentro,T2,unidentified octocoral,85,2,4,Octocoral
Baixo Silvia,Baixo Silvia dentro,T2,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Coscinaraea sp,17,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Favia sp,25,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia dentro,T2,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia dentro,T2,Red algae,60,2,4,Red algea
